,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Sales,InvoiceYear,InvoiceMonth,InvoiceDay,InvoiceTime,DayOfWeek,InvoiceHour,DayPeriod
1291,549667,22273,FELTCRAFT DOLL MOLLY,6,2011-04-11 12:20:00,2.95,14911,EIRE,17.700000000000003,2011,4,11,12:20:00,Monday,12,Morning
1292,549667,22670,FRENCH WC SIGN BLUE METAL,12,2011-04-11 12:20:00,1.25,14911,EIRE,15.0,2011,4,11,12:20:00,Monday,12,Morning
1293,549669,22962,JAM JAR WITH PINK LID,3,2011-04-11 12:21:00,0.85,13113,United Kingdom,2.55,2011,4,11,12:21:00,Monday,12,Morning
1294,549678,82494L,WOODEN FRAME ANTIQUE WHITE ,24,2011-04-11 12:57:00,2.55,16525,United Kingdom,61.199999999999996,2011,4,11,12:57:00,Monday,12,Morning
1295,549679,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-04-11 12:59:00,1.25,16407,United Kingdom,15.0,2011,4,11,12:59:00,Monday,12,Morning
1296,549690,21155,RED RETROSPOT PEG BAG,1,2011-04-11 13:41:00,2.55,17841,United Kingdom,2.55,2011,4,11,13:41:00,Monday,13,Afternoon
1297,549690,21925,UNION STRIPE CUSHION COVER ,1,2011-04-11 13:41:00,1.25,17841,United Kingdom,1.25,2011,4,11,13:41:00,Monday,13,Afternoon
1299,549691,84991,60 TEATIME FAIRY CAKE CASES,24,2011-04-11 13:42:00,0.55,13549,United Kingdom,13.200000000000001,2011,4,11,13:42:00,Monday,13,Afternoon
1300,549715,35921,EASTER BUNNY HANGING GARLAND,12,2011-04-11 14:40:00,1.25,13203,United Kingdom,15.0,2011,4,11,14:40:00,Monday,14,Afternoon
1301,549720,22433,WATERING CAN GREEN DINOSAUR,1,2011-04-11 15:25:00,1.95,14606,United Kingdom,1.95,2011,4,11,15:25:00,Monday,15,Afternoon
1302,549729,85059,FRENCH ENAMEL WATER BASIN,2,2011-04-11 16:17:00,3.75,13634,United Kingdom,7.5,2011,4,11,16:17:00,Monday,16,Afternoon
1303,549730,22674,FRENCH TOILET SIGN BLUE METAL,2,2011-04-11 16:35:00,1.25,15867,United Kingdom,2.5,2011,4,11,16:35:00,Monday,16,Afternoon
1304,549730,22908,PACK OF 20 NAPKINS RED APPLES,2,2011-04-11 16:35:00,0.85,15867,United Kingdom,1.7,2011,4,11,16:35:00,Monday,16,Afternoon
1305,549730,M,Manual,1,2011-04-11 16:35:00,1.5,15867,United Kingdom,1.5,2011,4,11,16:35:00,Monday,16,Afternoon
1306,549732,22499,WOODEN UNION JACK BUNTING,12,2011-04-11 16:47:00,5.95,15615,United Kingdom,71.4,2011,4,11,16:47:00,Monday,16,Afternoon
1307,549732,23207,LUNCH BAG ALPHABET DESIGN,10,2011-04-11 16:47:00,1.65,15615,United Kingdom,16.5,2011,4,11,16:47:00,Monday,16,Afternoon
1309,549742,22995,TRAVEL CARD WALLET SUKI,24,2011-04-12 10:01:00,0.42,12910,United Kingdom,10.08,2011,4,12,10:01:00,Tuesday,10,Morning
1310,549752,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-04-12 11:01:00,0.85,13089,United Kingdom,8.5,2011,4,12,11:01:00,Tuesday,11,Morning
1311,549755,22993,SET OF 4 PANTRY JELLY MOULDS,24,2011-04-12 11:34:00,1.25,16843,United Kingdom,30.0,2011,4,12,11:34:00,Tuesday,11,Morning
1312,549829,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-04-12 12:56:00,1.25,16713,United Kingdom,15.0,2011,4,12,12:56:00,Tuesday,12,Morning
1314,549831,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-04-12 13:10:00,0.55,14844,United Kingdom,13.200000000000001,2011,4,12,13:10:00,Tuesday,13,Afternoon
1316,549845,22726,ALARM CLOCK BAKELIKE GREEN,6,2011-04-12 14:22:00,3.75,16729,United Kingdom,22.5,2011,4,12,14:22:00,Tuesday,14,Afternoon
1317,549847,22027,TEA PARTY BIRTHDAY CARD,12,2011-04-12 14:43:00,0.42,15358,United Kingdom,5.04,2011,4,12,14:43:00,Tuesday,14,Afternoon
1318,549880,85144,JARDIN ETCHED GLASS CHEESE DISH,12,2011-04-12 15:30:00,1.95,15932,United Kingdom,23.4,2011,4,12,15:30:00,Tuesday,15,Afternoon
1320,549916,84388,WISE MAN STAR SHAPE EGG PAN,5,2011-04-13 09:39:00,0.39,13717,United Kingdom,1.9500000000000002,2011,4,13,09:39:00,Wednesday,9,Morning
1321,549929,22766,PHOTO FRAME CORNICE,8,2011-04-13 10:32:00,2.95,13740,United Kingdom,23.6,2011,4,13,10:32:00,Wednesday,10,Morning
1322,549937,21755,LOVE BUILDING BLOCK WORD,10,2011-04-13 11:40:00,5.95,15046,United Kingdom,59.5,2011,4,13,11:40:00,Wednesday,11,Morning
1323,549943,72802C,VANILLA SCENT CANDLE JEWELLED BOX,1,2011-04-13 12:09:00,4.25,13544,United Kingdom,4.25,2011,4,13,12:09:00,Wednesday,12,Morning
1324,549949,22464,HANGING METAL HEART LANTERN,6,2011-04-13 12:57:00,1.65,13208,United Kingdom,9.899999999999999,2011,4,13,12:57:00,Wednesday,12,Morning
1325,549953,22457,NATURAL SLATE HEART CHALKBOARD ,12,2011-04-13 13:15:00,2.95,12766,Portugal,35.400000000000006,2011,4,13,13:15:00,Wednesday,13,Afternoon
1326,549959,22559,SEASIDE FLYING DISC,12,2011-04-13 13:47:00,1.25,16097,United Kingdom,15.0,2011,4,13,13:47:00,Wednesday,13,Afternoon
1327,549964,21733,RED HANGING HEART T-LIGHT HOLDER,6,2011-04-13 14:12:00,2.95,13122,United Kingdom,17.700000000000003,2011,4,13,14:12:00,Wednesday,14,Afternoon
1328,549965,21890,S/6 WOODEN SKITTLES IN COTTON BAG,24,2011-04-13 14:17:00,3.25,16966,United Kingdom,78.0,2011,4,13,14:17:00,Wednesday,14,Afternoon
1329,549982,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-04-13 15:52:00,2.08,17091,United Kingdom,20.8,2011,4,13,15:52:00,Wednesday,15,Afternoon
1330,549982,85099F,JUMBO BAG STRAWBERRY,10,2011-04-13 15:52:00,2.08,17091,United Kingdom,20.8,2011,4,13,15:52:00,Wednesday,15,Afternoon
1331,549989,82600,NO SINGING METAL SIGN,6,2011-04-13 16:58:00,2.1,13221,United Kingdom,12.600000000000001,2011,4,13,16:58:00,Wednesday,16,Afternoon
1332,549992,23205,CHARLOTTE BAG VINTAGE ALPHABET ,20,2011-04-14 08:14:00,0.85,17669,United Kingdom,17.0,2011,4,14,08:14:00,Thursday,8,Morning
1333,549994,23201,JUMBO BAG ALPHABET,10,2011-04-14 08:27:00,2.08,14057,United Kingdom,20.8,2011,4,14,08:27:00,Thursday,8,Morning
1334,549995,20932,PINK POT PLANT CANDLE,8,2011-04-14 08:32:00,3.75,16131,United Kingdom,30.0,2011,4,14,08:32:00,Thursday,8,Morning
1336,550001,21084,SET/6 COLLAGE PAPER CUPS,24,2011-04-14 09:28:00,0.19,17704,United Kingdom,4.5600000000000005,2011,4,14,09:28:00,Thursday,9,Morning
1337,550001,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-04-14 09:28:00,4.15,17704,United Kingdom,16.6,2011,4,14,09:28:00,Thursday,9,Morning
1338,550003,84658,WHITE STITCHED CUSHION COVER,4,2011-04-14 09:43:00,6.95,14428,United Kingdom,27.8,2011,4,14,09:43:00,Thursday,9,Morning
1339,550015,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,12,2011-04-14 10:54:00,0.83,17735,United Kingdom,9.959999999999999,2011,4,14,10:54:00,Thursday,10,Morning
1340,550016,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,12,2011-04-14 10:54:00,2.95,15416,United Kingdom,35.400000000000006,2011,4,14,10:54:00,Thursday,10,Morning
1342,550033,20712,JUMBO BAG WOODLAND ANIMALS,2,2011-04-14 11:45:00,2.08,15005,United Kingdom,4.16,2011,4,14,11:45:00,Thursday,11,Morning
1343,550034,47591D,PINK FAIRY CAKE CHILDRENS APRON,16,2011-04-14 11:48:00,1.95,16187,United Kingdom,31.2,2011,4,14,11:48:00,Thursday,11,Morning
1344,550052,20717,STRAWBERRY SHOPPER BAG,10,2011-04-14 12:00:00,1.25,17068,United Kingdom,12.5,2011,4,14,12:00:00,Thursday,12,Morning
1345,550052,22084,PAPER CHAIN KIT EMPIRE,6,2011-04-14 12:00:00,2.95,17068,United Kingdom,17.700000000000003,2011,4,14,12:00:00,Thursday,12,Morning
1346,550057,21307,SET/4 BUTTERFLY MIRROR MAGNETS,1,2011-04-14 12:01:00,2.1,14606,United Kingdom,2.1,2011,4,14,12:01:00,Thursday,12,Morning
1347,550071,22188,BLACK HEART CARD HOLDER,8,2011-04-14 12:12:00,3.95,16735,United Kingdom,31.6,2011,4,14,12:12:00,Thursday,12,Morning
1348,550071,71459,HANGING JAM JAR T-LIGHT HOLDER,24,2011-04-14 12:12:00,0.85,16735,United Kingdom,20.4,2011,4,14,12:12:00,Thursday,12,Morning
1349,550131,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-04-14 13:27:00,3.95,15935,United Kingdom,15.8,2011,4,14,13:27:00,Thursday,13,Afternoon
1350,550137,21531,RED RETROSPOT SUGAR JAM BOWL,12,2011-04-14 13:59:00,2.55,12477,Germany,30.599999999999998,2011,4,14,13:59:00,Thursday,13,Afternoon
1351,550144,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,2011-04-14 14:14:00,2.55,16520,United Kingdom,2.55,2011,4,14,14:14:00,Thursday,14,Afternoon
1352,550157,23206,LUNCH BAG APPLE DESIGN,6,2011-04-14 15:26:00,1.65,16393,United Kingdom,9.899999999999999,2011,4,14,15:26:00,Thursday,15,Afternoon
1353,550164,20726,LUNCH BAG WOODLAND,10,2011-04-14 16:31:00,1.65,13590,United Kingdom,16.5,2011,4,14,16:31:00,Thursday,16,Afternoon
1355,550188,47566,PARTY BUNTING,8,2011-04-14 18:57:00,4.95,12457,Switzerland,39.6,2011,4,14,18:57:00,Thursday,18,Afternoon
1356,550193,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,2011-04-15 09:27:00,0.65,13952,United Kingdom,15.600000000000001,2011,4,15,09:27:00,Friday,9,Morning
1357,550193,22203,MILK PAN RED RETROSPOT,4,2011-04-15 09:27:00,3.75,13952,United Kingdom,15.0,2011,4,15,09:27:00,Friday,9,Morning
1358,550193,37446,MINI CAKE STAND WITH HANGING CAKES,8,2011-04-15 09:27:00,1.45,13952,United Kingdom,11.6,2011,4,15,09:27:00,Friday,9,Morning
1359,550196,22631,CIRCUS PARADE LUNCH BOX ,1,2011-04-15 10:09:00,1.95,14796,United Kingdom,1.95,2011,4,15,10:09:00,Friday,10,Morning
1360,550196,84991,60 TEATIME FAIRY CAKE CASES,6,2011-04-15 10:09:00,0.55,14796,United Kingdom,3.3000000000000003,2011,4,15,10:09:00,Friday,10,Morning
1361,550196,85152,HAND OVER THE CHOCOLATE   SIGN ,2,2011-04-15 10:09:00,2.1,14796,United Kingdom,4.2,2011,4,15,10:09:00,Friday,10,Morning
1362,550199,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-04-15 10:20:00,0.85,16523,United Kingdom,10.2,2011,4,15,10:20:00,Friday,10,Morning
1363,550201,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-04-15 10:25:00,1.65,12769,Brazil,16.5,2011,4,15,10:25:00,Friday,10,Morning
1366,550280,22677,FRENCH BLUE METAL DOOR SIGN 2,1,2011-04-15 13:31:00,1.25,13048,United Kingdom,1.25,2011,4,15,13:31:00,Friday,13,Afternoon
1367,550288,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1,2011-04-15 14:21:00,4.25,17367,United Kingdom,4.25,2011,4,15,14:21:00,Friday,14,Afternoon
1370,550303,21497,FANCY FONTS BIRTHDAY WRAP,25,2011-04-17 10:21:00,0.42,18213,United Kingdom,10.5,2011,4,17,10:21:00,Sunday,10,Morning
1371,550305,23126,FELTCRAFT GIRL AMELIE KIT,4,2011-04-17 10:27:00,4.95,17920,United Kingdom,19.8,2011,4,17,10:27:00,Sunday,10,Morning
1372,550309,21922,UNION STRIPE WITH FRINGE  HAMMOCK,12,2011-04-17 10:59:00,6.95,13220,United Kingdom,83.4,2011,4,17,10:59:00,Sunday,10,Morning
1373,550314,22229,BUNNY WOODEN PAINTED WITH FLOWER ,2,2011-04-17 11:30:00,0.85,16905,United Kingdom,1.7,2011,4,17,11:30:00,Sunday,11,Morning
1374,550320,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,12,2011-04-17 12:37:00,0.83,12748,United Kingdom,9.959999999999999,2011,4,17,12:37:00,Sunday,12,Morning
1375,550321,22524,CHILDRENS GARDEN GLOVES BLUE,1,2011-04-17 12:49:00,1.25,16770,United Kingdom,1.25,2011,4,17,12:49:00,Sunday,12,Morning
1376,550324,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2011-04-17 13:02:00,2.1,12997,United Kingdom,12.600000000000001,2011,4,17,13:02:00,Sunday,13,Afternoon
1377,550326,22090,PAPER BUNTING RETROSPOT,1,2011-04-17 13:05:00,2.95,14532,United Kingdom,2.95,2011,4,17,13:05:00,Sunday,13,Afternoon
1378,550331,22228,BUNNY WOODEN PAINTED WITH BIRD ,3,2011-04-17 13:43:00,0.85,15555,United Kingdom,2.55,2011,4,17,13:43:00,Sunday,13,Afternoon
1379,550333,22920,HERB MARKER BASIL,12,2011-04-17 14:05:00,0.65,15410,United Kingdom,7.800000000000001,2011,4,17,14:05:00,Sunday,14,Afternoon
1380,550334,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2011-04-17 14:09:00,2.1,17320,United Kingdom,25.200000000000003,2011,4,17,14:09:00,Sunday,14,Afternoon
1382,550352,22051,BLUE SCANDINAVIAN PAISLEY WRAP,25,2011-04-18 10:21:00,0.42,16719,United Kingdom,10.5,2011,4,18,10:21:00,Monday,10,Morning
1383,550352,84792,ENCHANTED BIRD COATHANGER 5 HOOK,2,2011-04-18 10:21:00,4.65,16719,United Kingdom,9.3,2011,4,18,10:21:00,Monday,10,Morning
1384,550477,22966,GINGERBREAD MAN COOKIE CUTTER,3,2011-04-18 14:01:00,1.25,17338,United Kingdom,3.75,2011,4,18,14:01:00,Monday,14,Afternoon
1386,550493,85197,SET OF 12 MINI BUNNIES IN A BUCKET,2,2011-04-18 14:50:00,2.1,15311,United Kingdom,4.2,2011,4,18,14:50:00,Monday,14,Afternoon
1387,550515,79030G,TUMBLER NEW ENGLAND,6,2011-04-18 17:29:00,0.39,14502,United Kingdom,2.34,2011,4,18,17:29:00,Monday,17,Afternoon
1388,550519,84991,60 TEATIME FAIRY CAKE CASES,24,2011-04-19 09:31:00,0.55,13141,United Kingdom,13.200000000000001,2011,4,19,09:31:00,Tuesday,9,Morning
1389,550521,15036,ASSORTED COLOURS SILK FAN,24,2011-04-19 09:49:00,0.83,13647,United Kingdom,19.919999999999998,2011,4,19,09:49:00,Tuesday,9,Morning
1390,550526,85174,S/4 CACTI CANDLES,4,2011-04-19 10:40:00,4.95,14309,United Kingdom,19.8,2011,4,19,10:40:00,Tuesday,10,Morning
1391,550527,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,24,2011-04-19 10:48:00,0.85,12476,Germany,20.4,2011,4,19,10:48:00,Tuesday,10,Morning
1395,550622,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,12,2011-04-19 13:49:00,2.55,13735,United Kingdom,30.599999999999998,2011,4,19,13:49:00,Tuesday,13,Afternoon
1396,550626,85132C,CHARLIE AND LOLA FIGURES TINS,2,2011-04-19 14:23:00,1.95,13184,United Kingdom,3.9,2011,4,19,14:23:00,Tuesday,14,Afternoon
1397,550627,47566,PARTY BUNTING,5,2011-04-19 14:36:00,4.95,16633,United Kingdom,24.75,2011,4,19,14:36:00,Tuesday,14,Afternoon
1398,550630,79030D,TUMBLER BAROQUE,24,2011-04-19 14:49:00,0.39,14298,United Kingdom,9.36,2011,4,19,14:49:00,Tuesday,14,Afternoon
1399,550630,85141,JARDIN ETCHED GLASS FRUITBOWL,12,2011-04-19 14:49:00,3.95,14298,United Kingdom,47.400000000000006,2011,4,19,14:49:00,Tuesday,14,Afternoon
1400,550633,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-04-19 14:57:00,1.25,17449,United Kingdom,15.0,2011,4,19,14:57:00,Tuesday,14,Afternoon
1401,550643,20823,GOLD WINE GOBLET,4,2011-04-19 16:14:00,0.79,18116,United Kingdom,3.16,2011,4,19,16:14:00,Tuesday,16,Afternoon
1402,550665,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,2011-04-20 09:31:00,4.15,12530,Germany,16.6,2011,4,20,09:31:00,Wednesday,9,Morning
1404,550750,21561,DINOSAUR LUNCH BOX WITH CUTLERY,6,2011-04-20 11:45:00,2.55,13632,United Kingdom,15.299999999999999,2011,4,20,11:45:00,Wednesday,11,Morning
1406,550778,22728,ALARM CLOCK BAKELIKE PINK,4,2011-04-20 13:36:00,3.75,14868,United Kingdom,15.0,2011,4,20,13:36:00,Wednesday,13,Afternoon
1407,550781,84597C,RETRO PINK BALL ASHTRAY ,12,2011-04-20 13:43:00,1.25,13097,United Kingdom,15.0,2011,4,20,13:43:00,Wednesday,13,Afternoon
1408,550811,22300,COFFEE MUG DOG + BALL DESIGN,12,2011-04-20 16:04:00,2.55,16011,United Kingdom,30.599999999999998,2011,4,20,16:04:00,Wednesday,16,Afternoon
1409,550823,22429,ENAMEL MEASURING JUG CREAM,8,2011-04-21 09:36:00,4.25,16133,United Kingdom,34.0,2011,4,21,09:36:00,Thursday,9,Morning
1410,550827,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,12,2011-04-21 10:16:00,2.55,12670,France,30.599999999999998,2011,4,21,10:16:00,Thursday,10,Morning
1411,550829,23138,SINGLE WIRE HOOK IVORY HEART,2,2011-04-21 10:19:00,1.45,17841,United Kingdom,2.9,2011,4,21,10:19:00,Thursday,10,Morning
1412,550835,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,4,2011-04-21 10:52:00,2.95,15034,United Kingdom,11.8,2011,4,21,10:52:00,Thursday,10,Morning
1414,550838,20723,STRAWBERRY CHARLOTTE BAG,2,2011-04-21 11:31:00,0.85,14577,United Kingdom,1.7,2011,4,21,11:31:00,Thursday,11,Morning
1415,550838,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,2,2011-04-21 11:31:00,4.25,14577,United Kingdom,8.5,2011,4,21,11:31:00,Thursday,11,Morning
1416,550890,22077,6 RIBBONS RUSTIC CHARM,5,2011-04-21 12:00:00,1.65,14711,United Kingdom,8.25,2011,4,21,12:00:00,Thursday,12,Morning
1417,550906,85141,JARDIN ETCHED GLASS FRUITBOWL,12,2011-04-21 12:34:00,3.95,14298,United Kingdom,47.400000000000006,2011,4,21,12:34:00,Thursday,12,Morning
1419,550912,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-04-21 13:17:00,0.65,13267,United Kingdom,10.4,2011,4,21,13:17:00,Thursday,13,Afternoon
1420,550915,21166,COOK WITH WINE METAL SIGN ,2,2011-04-21 13:30:00,2.08,13263,United Kingdom,4.16,2011,4,21,13:30:00,Thursday,13,Afternoon
1421,550918,21896,POTTING SHED TWINE,6,2011-04-21 14:03:00,2.1,17630,United Kingdom,12.600000000000001,2011,4,21,14:03:00,Thursday,14,Afternoon
1422,550939,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-04-21 15:25:00,0.85,16146,United Kingdom,10.2,2011,4,21,15:25:00,Thursday,15,Afternoon
1423,550957,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,1,2011-04-21 16:37:00,0.85,18283,United Kingdom,0.85,2011,4,21,16:37:00,Thursday,16,Afternoon
1424,550958,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-04-21 16:37:00,4.95,15281,United Kingdom,14.850000000000001,2011,4,21,16:37:00,Thursday,16,Afternoon
1426,550974,21936,RED RETROSPOT PICNIC BAG,5,2011-04-21 17:10:00,2.95,13862,United Kingdom,14.75,2011,4,21,17:10:00,Thursday,17,Afternoon
1427,550988,23201,JUMBO BAG ALPHABET,10,2011-04-21 18:10:00,2.08,14231,United Kingdom,20.8,2011,4,21,18:10:00,Thursday,18,Afternoon
1428,550995,22704,WRAP RED APPLES ,25,2011-04-26 08:33:00,0.42,16722,United Kingdom,10.5,2011,4,26,08:33:00,Tuesday,8,Morning
1429,551002,22621,TRADITIONAL KNITTING NANCY,12,2011-04-26 09:37:00,1.65,16834,United Kingdom,19.799999999999997,2011,4,26,09:37:00,Tuesday,9,Morning
1431,551125,90158,ST TROPEZ NECKLACE,2,2011-04-26 12:47:00,4.95,17277,United Kingdom,9.9,2011,4,26,12:47:00,Tuesday,12,Morning
1432,551125,90163B,WHITE ROSEBUD & PEARL NECKLACE,2,2011-04-26 12:47:00,7.5,17277,United Kingdom,15.0,2011,4,26,12:47:00,Tuesday,12,Morning
1433,551142,21222,SET/4 BADGES BEETLES,3,2011-04-26 13:22:00,1.25,17613,United Kingdom,3.75,2011,4,26,13:22:00,Tuesday,13,Afternoon
1434,551142,84558A,3D DOG PICTURE PLAYING CARDS,2,2011-04-26 13:22:00,2.95,17613,United Kingdom,5.9,2011,4,26,13:22:00,Tuesday,13,Afternoon
1435,551149,22219,LOVEBIRD HANGING DECORATION WHITE ,1,2011-04-26 14:19:00,0.85,13184,United Kingdom,0.85,2011,4,26,14:19:00,Tuesday,14,Afternoon
1436,551161,21070,VINTAGE BILLBOARD MUG ,12,2011-04-26 15:26:00,1.25,18183,United Kingdom,15.0,2011,4,26,15:26:00,Tuesday,15,Afternoon
1437,551183,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2011-04-27 08:59:00,1.65,17692,United Kingdom,19.799999999999997,2011,4,27,08:59:00,Wednesday,8,Morning
1440,551262,85099B,JUMBO BAG RED RETROSPOT,3,2011-04-27 12:05:00,2.08,14527,United Kingdom,6.24,2011,4,27,12:05:00,Wednesday,12,Morning
1441,551270,17091A,LAVENDER INCENSE IN TIN,2,2011-04-27 12:35:00,0.38,15891,United Kingdom,0.76,2011,4,27,12:35:00,Wednesday,12,Morning
1442,551275,85099B,JUMBO BAG RED RETROSPOT,10,2011-04-27 13:03:00,2.08,13285,United Kingdom,20.8,2011,4,27,13:03:00,Wednesday,13,Afternoon
1443,551276,22956,36 FOIL HEART CAKE CASES,2,2011-04-27 13:06:00,2.1,16016,United Kingdom,4.2,2011,4,27,13:06:00,Wednesday,13,Afternoon
1444,551278,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,2011-04-27 13:13:00,2.55,12483,Sweden,15.299999999999999,2011,4,27,13:13:00,Wednesday,13,Afternoon
1447,551284,22355,CHARLOTTE BAG SUKI DESIGN,7,2011-04-27 14:05:00,0.85,15005,United Kingdom,5.95,2011,4,27,14:05:00,Wednesday,14,Afternoon
1448,551289,20727,LUNCH BAG  BLACK SKULL.,20,2011-04-27 14:18:00,1.65,18226,United Kingdom,33.0,2011,4,27,14:18:00,Wednesday,14,Afternoon
1449,551291,20766,GARDEN PATH SKETCHBOOK,16,2011-04-27 14:26:00,2.95,14298,United Kingdom,47.2,2011,4,27,14:26:00,Wednesday,14,Afternoon
1450,551291,22064,PINK DOUGHNUT TRINKET POT ,12,2011-04-27 14:26:00,1.45,14298,United Kingdom,17.4,2011,4,27,14:26:00,Wednesday,14,Afternoon
1451,551294,37450,CERAMIC CAKE BOWL + HANGING CAKES,6,2011-04-27 14:43:00,2.95,13468,United Kingdom,17.700000000000003,2011,4,27,14:43:00,Wednesday,14,Afternoon
1452,551299,23162,REGENCY TEA STRAINER,4,2011-04-27 14:48:00,3.75,17530,United Kingdom,15.0,2011,4,27,14:48:00,Wednesday,14,Afternoon
1455,551342,21912,VINTAGE SNAKES & LADDERS,8,2011-04-28 08:34:00,3.75,16099,United Kingdom,30.0,2011,4,28,08:34:00,Thursday,8,Morning
1456,551344,15056N,EDWARDIAN PARASOL NATURAL,12,2011-04-28 09:02:00,5.95,16187,United Kingdom,71.4,2011,4,28,09:02:00,Thursday,9,Morning
1458,551346,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-04-28 09:12:00,1.65,12362,Belgium,16.5,2011,4,28,09:12:00,Thursday,9,Morning
1459,551412,22804,CANDLEHOLDER PINK HANGING HEART,3,2011-04-28 13:31:00,2.95,15508,United Kingdom,8.850000000000001,2011,4,28,13:31:00,Thursday,13,Afternoon
1460,551414,23040,PAPER LANTERN 9 POINT SNOW STAR ,6,2011-04-28 13:35:00,5.75,15622,United Kingdom,34.5,2011,4,28,13:35:00,Thursday,13,Afternoon
1461,551420,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,2011-04-28 14:00:00,1.65,17068,United Kingdom,16.5,2011,4,28,14:00:00,Thursday,14,Afternoon
1462,551436,22673,FRENCH GARDEN SIGN BLUE METAL,1,2011-04-28 15:13:00,1.25,16904,United Kingdom,1.25,2011,4,28,15:13:00,Thursday,15,Afternoon
1463,551436,22843,BISCUIT TIN VINTAGE GREEN,1,2011-04-28 15:13:00,6.75,16904,United Kingdom,6.75,2011,4,28,15:13:00,Thursday,15,Afternoon
1464,551462,21464,DISCO BALL ROTATOR BATTERY OPERATED,2,2011-04-28 16:11:00,4.25,15210,United Kingdom,8.5,2011,4,28,16:11:00,Thursday,16,Afternoon
1465,551462,22053,EMPIRE DESIGN ROSETTE,10,2011-04-28 16:11:00,1.25,15210,United Kingdom,12.5,2011,4,28,16:11:00,Thursday,16,Afternoon
1466,551516,22437,SET OF 9 BLACK SKULL BALLOONS,5,2011-05-01 11:10:00,0.85,14800,United Kingdom,4.25,2011,5,1,11:10:00,Sunday,11,Morning
1467,551517,21993,FLORAL FOLK STATIONERY SET,3,2011-05-01 11:14:00,2.95,16931,United Kingdom,8.850000000000001,2011,5,1,11:14:00,Sunday,11,Morning
1468,551518,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,2011-05-01 11:36:00,3.75,15708,United Kingdom,3.75,2011,5,1,11:36:00,Sunday,11,Morning
1469,551527,21907,I'M ON HOLIDAY METAL SIGN,6,2011-05-01 12:41:00,2.1,14395,United Kingdom,12.600000000000001,2011,5,1,12:41:00,Sunday,12,Morning
1470,551531,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2011-05-01 13:45:00,2.95,15376,United Kingdom,17.700000000000003,2011,5,1,13:45:00,Sunday,13,Afternoon
1471,551531,22697,GREEN REGENCY TEACUP AND SAUCER,2,2011-05-01 13:45:00,2.95,15376,United Kingdom,5.9,2011,5,1,13:45:00,Sunday,13,Afternoon
1472,551531,22698,PINK REGENCY TEACUP AND SAUCER,8,2011-05-01 13:45:00,2.95,15376,United Kingdom,23.6,2011,5,1,13:45:00,Sunday,13,Afternoon
1473,551531,84597C,RETRO PINK BALL ASHTRAY ,3,2011-05-01 13:45:00,1.25,15376,United Kingdom,3.75,2011,5,1,13:45:00,Sunday,13,Afternoon
1474,551533,21043,APRON MODERN VINTAGE COTTON,1,2011-05-01 14:58:00,1.95,15407,United Kingdom,1.95,2011,5,1,14:58:00,Sunday,14,Afternoon
1475,551533,21670,BLUE SPOT CERAMIC DRAWER KNOB,1,2011-05-01 14:58:00,1.25,15407,United Kingdom,1.25,2011,5,1,14:58:00,Sunday,14,Afternoon
1476,551564,21042,RED RETROSPOT APRON ,3,2011-05-03 10:56:00,5.95,16609,United Kingdom,17.85,2011,5,3,10:56:00,Tuesday,10,Morning
